Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
BT6,NO,17/12/2018 00:00,32.90000,ppb,R
BT6,NO,18/12/2018 00:00,5.30000,ppb,R
BT6,NO,19/12/2018 00:00,13.10000,ppb,R
BT6,NO,20/12/2018 00:00,9.90000,ppb,R
BT6,NO,21/12/2018 00:00,7.80000,ppb,R
BT6,NO,22/12/2018 00:00,13.70000,ppb,R
BT6,NO,23/12/2018 00:00,9.50000,ppb,R
BT6,NO,24/12/2018 00:00,37.20000,ppb,R
BT6,NO,25/12/2018 00:00,46.70000,ppb,R
BT6,NO,26/12/2018 00:00,19.10000,ppb,R
BT6,NO,27/12/2018 00:00,147.39999,ppb,R
BT6,NO,28/12/2018 00:00,82.80000,ppb,R
BT6,NO,29/12/2018 00:00,18.70000,ppb,R
BT6,NO,30/12/2018 00:00,14.70000,ppb,R
BT6,NO,31/12/2018 00:00,16.20000,ppb,R
